num_date_time,answer
29_20220825 13,1884.1194062896434
29_20220825 14,1833.8040210841068
29_20220825 15,1878.7184879680976
29_20220825 16,1857.5088244236338
29_20220825 17,1745.0526780310859
29_20220825 18,1501.577895570219
29_20220825 19,1412.734802501561
29_20220825 20,1373.128721567863
29_20220825 21,1349.6478980485826
29_20220825 22,1316.665458588146
29_20220825 23,1221.136953545563
29_20220826 00,1145.7735622871364
29_20220826 01,1127.0466566343403
29_20220826 02,1090.7092643374187
29_20220826 03,1079.2655869597738
29_20220826 04,1059.353801436439
29_20220826 05,1030.440952389022
29_20220826 06,1047.6393579248706
29_20220826 07,1058.0316537654544
29_20220826 08,1163.139739944958
29_20220826 09,1507.3677675790327
29_20220826 10,1606.122947500498
29_20220826 11,1586.2937084254404
29_20220826 12,1544.538568390546
29_20220826 13,1664.167084720691
29_20220826 14,1668.1942823708948
29_20220826 15,1706.8613578809513
29_20220826 16,1714.6051802112363
29_20220826 17,1627.3390163602548
29_20220826 18,1388.8676535857944
29_20220826 19,1334.0147878517846
29_20220826 20,1317.2261280075725
29_20220826 21,1275.4717073508814
29_20220826 22,1237.967872345445
29_20220826 23,1164.117009145365
29_20220827 00,1111.7258226244899
29_20220827 01,1083.7920231473968
29_20220827 02,1073.7656205651354
29_20220827 03,1073.0229350694958
29_20220827 04,1061.6601027965862
29_20220827 05,1071.6580251639143
29_20220827 06,1078.4663437278869
29_20220827 07,979.5445490407337
29_20220827 08,998.1186775692939
29_20220827 09,990.9213229979932
29_20220827 10,1010.5157959312212
29_20220827 11,949.7293424802837
29_20220827 12,733.7553776451748
29_20220827 13,830.6701799555747
29_20220827 14,868.8807512217566
29_20220827 15,932.746872207509
29_20220827 16,1151.8959771444638
29_20220827 17,1259.6543694541338
29_20220827 18,1202.0415184931549
29_20220827 19,1203.875189804839
29_20220827 20,1231.070800138908
29_20220827 21,1192.5898136649053
29_20220827 22,1169.442994930419
29_20220827 23,1121.5077610309868
29_20220828 00,1089.46970928789
29_20220828 01,1048.2674726885566
29_20220828 02,1029.6949702976817
29_20220828 03,1015.1376015182817
29_20220828 04,1007.8665740428698
29_20220828 05,996.5844204042795
29_20220828 06,1001.5781416513527
29_20220828 07,901.5277818200051
29_20220828 08,843.6860090602237
29_20220828 09,870.1248382019861
29_20220828 10,839.9710809789099
29_20220828 11,833.5680789457275
29_20220828 12,768.6558596177799
29_20220828 13,838.7318580051899
29_20220828 14,711.2254204551161
29_20220828 15,1036.0637061819696
29_20220828 16,1139.6930243942907
29_20220828 17,1217.7510967141518
29_20220828 18,1167.0834615919625
29_20220828 19,1192.2850543860723
29_20220828 20,1215.846392018504
29_20220828 21,1206.908977758962
29_20220828 22,1185.096785850555
29_20220828 23,1125.3183636562276
29_20220829 00,1156.4191069126891
29_20220829 01,1131.8988118564498
29_20220829 02,1126.608824669881
29_20220829 03,1120.871893707782
29_20220829 04,1086.1881869024946
29_20220829 05,1060.1822967297605
29_20220829 06,1072.4153263679373
29_20220829 07,1105.4887076680084
29_20220829 08,1214.1439805157954
29_20220829 09,1627.3852308123535
29_20220829 10,1747.6484146263736
29_20220829 11,1785.6493988723787
29_20220829 12,1694.1884347028094
29_20220829 13,1851.5371107280257
29_20220829 14,1879.112504858199
29_20220829 15,1900.7548637692682
29_20220829 16,1862.8023502334022
29_20220829 17,1692.2241323330913
29_20220829 18,1492.015486351686
29_20220829 19,1401.672235662356
29_20220829 20,1384.8082851614013
29_20220829 21,1340.0426912379178
29_20220829 22,1309.8385636803268
29_20220829 23,1228.8819447558515
29_20220830 00,1154.1180110185715
29_20220830 01,1101.4294105367705
29_20220830 02,1088.7171504997464
29_20220830 03,1087.2548175390857
29_20220830 04,1068.2047539046669
29_20220830 05,1039.6130419434176
29_20220830 06,1059.218528178428
29_20220830 07,1092.2784749509929
29_20220830 08,1250.414534603423
29_20220830 09,1713.9011672219308
29_20220830 10,1758.658312240253
29_20220830 11,1826.8664795567734
29_20220830 12,1789.5752644549632
29_20220830 13,1871.7895578756115
29_20220830 14,1884.8645280715214
29_20220830 15,1902.766180093814
29_20220830 16,1873.9685166409793
29_20220830 17,1713.3405380457584
29_20220830 18,1487.2531247224392
29_20220830 19,1427.704618860702
29_20220830 20,1401.5932753056743
29_20220830 21,1358.781808222613
29_20220830 22,1329.5290993392687
29_20220830 23,1238.6607918452485
29_20220831 00,1153.3069636807722
29_20220831 01,1113.5640150660086
29_20220831 02,1102.8766718259385
29_20220831 03,1099.2593408355367
29_20220831 04,1065.0855419637583
29_20220831 05,1047.582876436336
29_20220831 06,1076.0630120117612
29_20220831 07,1110.0314613731175
29_20220831 08,1246.421494086021
29_20220831 09,1644.7480775763618
29_20220831 10,1798.0418267794707
29_20220831 11,1789.6609603681186
29_20220831 12,1729.1584113959243
29_20220831 13,1822.3413503935626
29_20220831 14,1827.7292011906998
29_20220831 15,1847.815573186262
29_20220831 16,1910.2743427389162
29_20220831 17,1739.1183413037988
29_20220831 18,1506.6297717102002
29_20220831 19,1432.5041487916405
29_20220831 20,1384.3045834065267
29_20220831 21,1340.7276849684492
29_20220831 22,1308.2941402653905
29_20220831 23,1237.751530423965
30_20220825 00,776.5734960919551
30_20220825 01,757.7969748941948
30_20220825 02,745.8993494163425
30_20220825 03,735.4495268155364
30_20220825 04,730.8522251346794
30_20220825 05,706.8410404252429
30_20220825 06,677.9197515833331
30_20220825 07,668.0734135685803
30_20220825 08,745.7534533661907
30_20220825 09,997.8282432888427
30_20220825 10,1052.0817961300538
30_20220825 11,996.1757195661291
30_20220825 12,1009.4541776695143
30_20220825 13,1135.813582511843
30_20220825 14,1172.7293293738808
30_20220825 15,1164.4892667933862
30_20220825 16,1208.100142162821
30_20220825 17,1130.0935663022574
30_20220825 18,946.0250679699725
30_20220825 19,949.1401736049249
30_20220825 20,955.1893016111177
30_20220825 21,940.2835278426336
30_20220825 22,907.106601620804
30_20220825 23,845.1604118753504
30_20220826 00,776.9093015125292
30_20220826 01,761.4298718791872
30_20220826 02,747.4996496311658
30_20220826 03,736.1083586041667
30_20220826 04,736.7758352650724
30_20220826 05,706.8421899640762
30_20220826 06,673.2405114638698
30_20220826 07,623.9627848425707
30_20220826 08,671.219714328436
30_20220826 09,841.6662141764754
30_20220826 10,971.3022773762334
30_20220826 11,898.5470032068777
30_20220826 12,847.5259978914976
30_20220826 13,967.0926709469893
30_20220826 14,1003.3658406225526
30_20220826 15,1045.9596831978824
30_20220826 16,1116.3468116278882
30_20220826 17,1040.1093269867602
30_20220826 18,865.6088538205083
30_20220826 19,878.2541881607689
30_20220826 20,882.5181088563284
30_20220826 21,852.7413338047425
30_20220826 22,827.8347786689054
30_20220826 23,777.279021047503
30_20220827 00,737.9288413530644
30_20220827 01,733.1370967191044
30_20220827 02,701.1740600184794
30_20220827 03,695.2673277187819
30_20220827 04,686.1086866742276
30_20220827 05,669.6932198906129
30_20220827 06,620.6283667749937
30_20220827 07,558.9530796718867
30_20220827 08,466.9282236201646
30_20220827 09,408.1316736267755
30_20220827 10,422.07241358273416
30_20220827 11,386.86271825774355
30_20220827 12,367.7323982213709
30_20220827 13,401.73421555168653
30_20220827 14,450.064516167441
30_20220827 15,570.9484634613556
30_20220827 16,638.555781426147
30_20220827 17,729.0334452259026
30_20220827 18,785.8036616479073
30_20220827 19,807.2831541949668
30_20220827 20,817.6970426095952
30_20220827 21,816.4445491628674
30_20220827 22,790.3659438283298
30_20220827 23,760.1660947235882
30_20220828 00,750.7325404747392
30_20220828 01,746.5758723593453
30_20220828 02,726.4230069703683
30_20220828 03,705.9084980791348
30_20220828 04,684.7183427538196
30_20220828 05,665.2040255020244
30_20220828 06,617.3183521989124
30_20220828 07,567.7219263341713
30_20220828 08,509.5866247961897
30_20220828 09,440.6677627325767
30_20220828 10,329.1298835693125
30_20220828 11,256.20649963001733
30_20220828 12,248.7044163447717
30_20220828 13,264.8761764390114
30_20220828 14,370.98868164608734
30_20220828 15,505.54868680887876
30_20220828 16,622.2747669952871
30_20220828 17,717.2777782119213
30_20220828 18,802.0390826071116
30_20220828 19,818.7204405982081
30_20220828 20,837.3265635467093
30_20220828 21,835.0613579341986
30_20220828 22,832.634732678761
30_20220828 23,789.024666351407
30_20220829 00,787.7537770779934
30_20220829 01,767.7930031560209
30_20220829 02,746.6264461465796
30_20220829 03,737.5768795656807
30_20220829 04,728.2258922106303
30_20220829 05,713.3591236735028
30_20220829 06,688.8645180678238
30_20220829 07,658.7782247266704
30_20220829 08,746.7255811627583
30_20220829 09,1071.3898793266083
30_20220829 10,1040.575227977518
30_20220829 11,1026.6780744494163
30_20220829 12,1049.9751398092703
30_20220829 13,1210.311740360166
30_20220829 14,1221.9891351420301
30_20220829 15,1192.0908537178907
30_20220829 16,1189.1228407643966
30_20220829 17,1071.1240730522682
30_20220829 18,1008.7211220609297
30_20220829 19,1004.6645603483622
30_20220829 20,1005.8581584678391
30_20220829 21,987.9248346807865
30_20220829 22,930.726511997842
30_20220829 23,855.8537040799922
30_20220830 00,784.8503685029498
30_20220830 01,772.6218633260157
30_20220830 02,752.02683249239
30_20220830 03,730.6713226485426
30_20220830 04,715.6897940262378
30_20220830 05,723.6980512811449
30_20220830 06,719.7564510578032
30_20220830 07,690.8557241286144
30_20220830 08,793.8651889336559
30_20220830 09,990.9599273866702
30_20220830 10,1054.8258721679106
30_20220830 11,977.1119619303969
30_20220830 12,995.1706120663217
30_20220830 13,1143.9416611391084
30_20220830 14,1146.4267880583147
30_20220830 15,1123.625669134102
30_20220830 16,1106.7262420704851
30_20220830 17,1079.1716333235092
30_20220830 18,966.0534950456686
30_20220830 19,969.5742174069911
30_20220830 20,970.3773317021246
30_20220830 21,982.8507007307943
30_20220830 22,937.0963802580609
30_20220830 23,871.4774470129461
30_20220831 00,796.0025491224399
30_20220831 01,776.9653024323758
30_20220831 02,782.9666101215997
30_20220831 03,774.4197840338254
30_20220831 04,767.451682677432
30_20220831 05,741.9647984181722
30_20220831 06,740.83447098434
30_20220831 07,728.5229971135739
30_20220831 08,815.6078324381727
30_20220831 09,1073.7934648656692
30_20220831 10,1061.9703817424022
30_20220831 11,1047.3263754607433
30_20220831 12,1025.7673448666842
30_20220831 13,1102.46537079478
30_20220831 14,1162.8930887872161
30_20220831 15,1108.6701577296353
30_20220831 16,1153.3767795945087
30_20220831 17,1045.7970718592555
30_20220831 18,932.8153013054
30_20220831 19,944.6427344540383
30_20220831 20,964.3245699030648
30_20220831 21,953.3532229269083
30_20220831 22,909.0996040300874
30_20220831 23,836.4209070741323
31_20220825 00,996.6034960013028
31_20220825 01,983.0385279743065
31_20220825 02,995.1026743774316
31_20220825 03,976.1388065399321
31_20220825 04,941.6050661802851
31_20220825 05,911.2757132841213
31_20220825 06,958.341377076415
31_20220825 07,1026.8324615785732
31_20220825 08,1157.8509384928454
31_20220825 09,1517.5289587219117
31_20220825 10,1588.1246403808898
31_20220825 11,1644.0029207036544
31_20220825 12,1764.2092302542626
31_20220825 13,1797.0353799120448
31_20220825 14,1833.484615995903
31_20220825 15,1848.3242073683946
31_20220825 16,1819.1664273974277
31_20220825 17,1611.3084764881892
31_20220825 18,1393.730855003774
31_20220825 19,1322.5203193567818
31_20220825 20,1354.4040386444026
31_20220825 21,1209.3174952646175
31_20220825 22,1113.4694661566098
31_20220825 23,1088.2379665204526
31_20220826 00,994.1004673135801
31_20220826 01,978.4105025399915
31_20220826 02,986.9694214800857
31_20220826 03,953.8670253453556
31_20220826 04,920.6915378803668
31_20220826 05,903.4665477902411
31_20220826 06,934.9547109065131
31_20220826 07,963.8572094011564
31_20220826 08,1090.0804083981138
31_20220826 09,1427.5197898577749
31_20220826 10,1508.622055491805
31_20220826 11,1570.3979199569014
31_20220826 12,1652.783764148469
31_20220826 13,1730.01403575718
31_20220826 14,1722.7856160596205
31_20220826 15,1769.1533708831823
31_20220826 16,1765.6442768853728
31_20220826 17,1581.0111700982739
31_20220826 18,1331.9231916240637
31_20220826 19,1254.6693411665283
31_20220826 20,1264.0785711743538
31_20220826 21,1158.6872122499444
31_20220826 22,1055.2608110785816
31_20220826 23,1048.2656119474425
31_20220827 00,930.2844784156621
31_20220827 01,941.7796403149935
31_20220827 02,940.070607454332
31_20220827 03,918.8545713202448
31_20220827 04,887.0193685022695
31_20220827 05,866.7264737941096
31_20220827 06,877.3742152810657
31_20220827 07,841.2023128381159
31_20220827 08,884.0066921801157
31_20220827 09,956.8174944560835
31_20220827 10,978.7202660582864
31_20220827 11,934.7749334126233
31_20220827 12,959.4565471339988
31_20220827 13,972.0062977758224
31_20220827 14,954.5410108176208
31_20220827 15,1023.1515652737402
31_20220827 16,1073.6223644906722
31_20220827 17,1111.021570430676
31_20220827 18,1090.076259080136
31_20220827 19,1105.7871230519545
31_20220827 20,1175.487600067727
31_20220827 21,1072.8576031833963
31_20220827 22,1038.4578880576125
31_20220827 23,1016.4860028974972
31_20220828 00,957.7033980984401
31_20220828 01,945.1112576298964
31_20220828 02,950.3188465189235
31_20220828 03,913.509366006471
31_20220828 04,848.7624443503248
31_20220828 05,862.6070952082242
31_20220828 06,880.1446621128806
31_20220828 07,819.1933163931644
31_20220828 08,805.2300348145613
31_20220828 09,804.4042903281248
31_20220828 10,797.1659447658371
31_20220828 11,794.0850178339829
31_20220828 12,773.8677955016581
31_20220828 13,782.9895518520239
31_20220828 14,845.4535664306926
31_20220828 15,946.5181458540561
31_20220828 16,977.9791198583523
31_20220828 17,1053.1379530721129
31_20220828 18,1114.5373799190484
31_20220828 19,1120.533062459327
31_20220828 20,1159.2826527884395
31_20220828 21,1066.383382833495
31_20220828 22,1024.9811888669542
31_20220828 23,1008.6895237723354
31_20220829 00,991.0019633755486
31_20220829 01,990.1688695090439
31_20220829 02,987.8754210566151
31_20220829 03,978.1787310273031
31_20220829 04,932.2668927664934
31_20220829 05,903.1601822848395
31_20220829 06,910.5995942081936
31_20220829 07,941.4413157464714
31_20220829 08,1013.2107663176474
31_20220829 09,1367.666607795631
31_20220829 10,1428.5681411902467
31_20220829 11,1412.4713973130629
31_20220829 12,1486.4395591291018
31_20220829 13,1547.6149587527946
31_20220829 14,1591.8722270946423
31_20220829 15,1609.7068382635387
31_20220829 16,1570.5432776875361
31_20220829 17,1426.314162087896
31_20220829 18,1299.293474770859
31_20220829 19,1259.7399021135795
31_20220829 20,1287.7683236510748
31_20220829 21,1148.4632661987866
31_20220829 22,1084.0895544665254
31_20220829 23,1075.8647855126908
31_20220830 00,991.0622938173326
31_20220830 01,943.9542530328556
31_20220830 02,940.6220384314197
31_20220830 03,924.1786503721592
31_20220830 04,857.2462828921343
31_20220830 05,849.1320643690403
31_20220830 06,922.557774833929
31_20220830 07,963.1918250646844
31_20220830 08,1082.405296155927
31_20220830 09,1428.234521927188
31_20220830 10,1501.4253363935552
31_20220830 11,1530.111929981171
31_20220830 12,1489.2270491234858
31_20220830 13,1594.9269761076644
31_20220830 14,1593.5922499414582
31_20220830 15,1604.7476399733591
31_20220830 16,1580.0868693668372
31_20220830 17,1435.6311191270186
31_20220830 18,1282.2709695365825
31_20220830 19,1278.33314763899
31_20220830 20,1289.4867711108
31_20220830 21,1172.4440694744278
31_20220830 22,1113.231199688584
31_20220830 23,1104.3705641868878
31_20220831 00,1009.6406657007371
31_20220831 01,964.5936053314808
31_20220831 02,966.2359878318086
31_20220831 03,948.7303577679962
31_20220831 04,925.373848294058
31_20220831 05,905.5673624606396
31_20220831 06,942.1351033845519
31_20220831 07,987.2285319263272
31_20220831 08,1114.743797918829
31_20220831 09,1428.9612228379706
31_20220831 10,1470.6008649439195
31_20220831 11,1497.7370868309313
31_20220831 12,1527.1613467973186
31_20220831 13,1581.319459406687
31_20220831 14,1573.0462220015568
31_20220831 15,1664.2569318087114
31_20220831 16,1632.5562756490049
31_20220831 17,1458.7231119215348
31_20220831 18,1287.0863486266544
31_20220831 19,1261.543148147889
31_20220831 20,1284.7395214074181
31_20220831 21,1146.5752265088627
31_20220831 22,1075.823510508856
31_20220831 23,1052.5808697018779
32_20220825 00,9693.976787690772
32_20220825 01,9652.856572660396
32_20220825 02,9637.41497736713
32_20220825 03,9607.725966969914
32_20220825 04,9566.011515107752
32_20220825 05,9567.477906249618
32_20220825 06,9592.367000198838
32_20220825 07,9605.532331370603
32_20220825 08,9645.40577736633
32_20220825 09,9672.25744523889
32_20220825 10,9735.412695932875
32_20220825 11,9747.004469821804
32_20220825 12,9809.04794181596
32_20220825 13,9821.192739864742
32_20220825 14,9800.502859286473
32_20220825 15,9480.53134792592
32_20220825 16,9618.105370192461
32_20220825 17,9716.072533727114
32_20220825 18,9673.48506485446
32_20220825 19,9661.975200444302
32_20220825 20,9642.813797328672
32_20220825 21,9628.310926957907
32_20220825 22,9589.931722763442
32_20220825 23,9602.773140788622
32_20220826 00,9595.549481615231
32_20220826 01,9583.3223578232
32_20220826 02,9572.23281890008
32_20220826 03,9536.842389879974
32_20220826 04,9502.462802935524
32_20220826 05,9483.23605742616
32_20220826 06,9482.35734718116
32_20220826 07,9495.061580675487
32_20220826 08,9567.190502386089
32_20220826 09,9685.274775947546
32_20220826 10,9731.127741310978
32_20220826 11,9787.82637907048
32_20220826 12,9782.707970605908
32_20220826 13,9803.600006122235
32_20220826 14,9811.521994576913
32_20220826 15,9854.489976127781
32_20220826 16,9886.797919459525
32_20220826 17,9808.836401947652
32_20220826 18,9789.564778951211
32_20220826 19,9738.959997334792
32_20220826 20,9795.28635878718
32_20220826 21,9778.208791808709
32_20220826 22,9785.398565428744
32_20220826 23,9778.005045060072
32_20220827 00,9769.337749575005
32_20220827 01,9738.210387740286
32_20220827 02,9613.839715207056
32_20220827 03,9565.308457532563
32_20220827 04,9496.808012242442
32_20220827 05,9431.803227366625
32_20220827 06,9421.390481308483
32_20220827 07,9337.392061332823
32_20220827 08,9354.419457052369
32_20220827 09,9300.4031612355
32_20220827 10,9320.752476138465
32_20220827 11,9301.965453240897
32_20220827 12,9335.523486028218
32_20220827 13,9316.593786965399
32_20220827 14,9381.683562302365
32_20220827 15,9370.220885732822
32_20220827 16,9372.28632836073
32_20220827 17,9387.299432016833
32_20220827 18,9423.023410851096
32_20220827 19,9371.127331034615
32_20220827 20,9356.695401498682
32_20220827 21,9395.126314349072
32_20220827 22,9363.668551516792
32_20220827 23,9362.655278022805
32_20220828 00,9320.99458468358
32_20220828 01,9305.429696760308
32_20220828 02,9336.821158508736
32_20220828 03,9271.391084025268
32_20220828 04,9291.347533101827
32_20220828 05,9285.15512961356
32_20220828 06,9284.61365573862
32_20220828 07,9300.00591712792
32_20220828 08,9313.6056936364
32_20220828 09,9357.70464339503
32_20220828 10,9324.747311193414
32_20220828 11,9418.96886861264
32_20220828 12,9380.58686080631
32_20220828 13,9404.573973162253
32_20220828 14,9404.237938296292
32_20220828 15,9523.465628055623
32_20220828 16,9518.637338233984
32_20220828 17,9521.592383389936
32_20220828 18,9488.104113892912
32_20220828 19,9445.25055508113
32_20220828 20,9538.008402265084
32_20220828 21,9553.23558047014
32_20220828 22,9522.703836927934
32_20220828 23,9532.627413731016
32_20220829 00,9549.049751519942
32_20220829 01,9517.309220061386
32_20220829 02,9536.090911551375
32_20220829 03,9492.608202559602
32_20220829 04,9446.660174155357
32_20220829 05,9413.640186534183
32_20220829 06,9472.737306502782
32_20220829 07,9455.530014557251
32_20220829 08,9497.972296226035
32_20220829 09,9518.729899545338
32_20220829 10,9476.199976152879
32_20220829 11,9520.705505826858
32_20220829 12,9521.060345110742
32_20220829 13,9565.855714154635
32_20220829 14,9519.554589976708
32_20220829 15,9544.347471299956
32_20220829 16,9541.39758155265
32_20220829 17,9460.293483450898
32_20220829 18,9408.852944074204
32_20220829 19,9471.740157727942
32_20220829 20,9484.810537694586
32_20220829 21,9480.655844103749
32_20220829 22,9483.294263011912
32_20220829 23,9457.628394642912
32_20220830 00,9441.764229181663
32_20220830 01,9443.854828376177
32_20220830 02,9455.934004704499
32_20220830 03,9445.786347952137
32_20220830 04,9389.001654170885
32_20220830 05,9370.812231564796
32_20220830 06,9366.61875414807
32_20220830 07,9368.43906664807
32_20220830 08,9379.300639347402
32_20220830 09,9417.050999766427
32_20220830 10,9412.455353707825
32_20220830 11,9470.188671297798
32_20220830 12,9500.460597019108
32_20220830 13,9501.452652954813
32_20220830 14,9502.987916135175
32_20220830 15,9512.118280962088
32_20220830 16,9539.234651476923
32_20220830 17,9524.841095541391
32_20220830 18,9512.8551157949
32_20220830 19,9531.699367670055
32_20220830 20,9523.372486615708
32_20220830 21,9495.946098267696
32_20220830 22,9522.019358811109
32_20220830 23,9490.27898648861
32_20220831 00,9494.674002342206
32_20220831 01,9497.662937875006
32_20220831 02,9461.181084129628
32_20220831 03,9458.392603210603
32_20220831 04,9478.387448235682
32_20220831 05,9457.957784245937
32_20220831 06,9432.502285027
32_20220831 07,9431.154364994152
32_20220831 08,9473.003487563888
32_20220831 09,9498.720611058907
32_20220831 10,9578.705522509885
32_20220831 11,9687.108873237034
32_20220831 12,9701.931588206624
32_20220831 13,9708.405603860665
32_20220831 14,9746.196785119646
32_20220831 15,9753.620626886877
32_20220831 16,9770.67078908685
32_20220831 17,9788.622692083747
32_20220831 18,9735.147028738182
32_20220831 19,9708.743075423166
32_20220831 20,9683.165091259281
32_20220831 21,9644.216491524363
32_20220831 22,9601.314366352708
32_20220831 23,9581.860978527584
33_20220825 00,8670.192775862088
33_20220825 01,8630.76357888115
33_20220825 02,8615.005691104087
33_20220825 03,8605.483099977304
33_20220825 04,8532.891957437932
33_20220825 05,8534.417668095688
33_20220825 06,8543.007978619833
33_20220825 07,8577.666881270045
33_20220825 08,8619.248552370747
33_20220825 09,8640.587745099645
33_20220825 10,8686.674412944367
33_20220825 11,8710.935122547915
33_20220825 12,8720.929154921023
33_20220825 13,8730.198197190308
33_20220825 14,8733.110776602223
33_20220825 15,8597.377851414218
33_20220825 16,8657.629050997295
33_20220825 17,8660.449476146208
33_20220825 18,8640.865064794325
33_20220825 19,8635.2905395385
33_20220825 20,8606.892736200967
33_20220825 21,8593.69514483172
33_20220825 22,8582.288479115112
33_20220825 23,8590.652768709095
33_20220826 00,8583.976095959468
33_20220826 01,8553.1600977665
33_20220826 02,8530.10314282925
33_20220826 03,8515.317751482116
33_20220826 04,8504.484127353579
33_20220826 05,8494.396957993205
33_20220826 06,8502.503512684856
33_20220826 07,8530.759154331838
33_20220826 08,8565.83837135844
33_20220826 09,8642.486969527534
33_20220826 10,8693.093486190908
33_20220826 11,8750.346331281824
33_20220826 12,8736.691032180433
33_20220826 13,8751.886924483097
33_20220826 14,8733.120221677898
33_20220826 15,8761.99077595073
33_20220826 16,8762.253910502892
33_20220826 17,8754.54688913079
33_20220826 18,8737.339947230503
33_20220826 19,8684.152764540222
33_20220826 20,8700.526159054045
33_20220826 21,8700.52702208846
33_20220826 22,8713.128157661891
33_20220826 23,8683.366685850728
33_20220827 00,8655.985624312356
33_20220827 01,8641.879538155326
33_20220827 02,8550.045324308707
33_20220827 03,8528.409475124356
33_20220827 04,8489.407112706655
33_20220827 05,8467.765336600713
33_20220827 06,8484.545544096136
33_20220827 07,8471.768114821141
33_20220827 08,8483.362548706036
33_20220827 09,8488.456679977397
33_20220827 10,8502.55675022165
33_20220827 11,8483.797106449103
33_20220827 12,8500.14803847596
33_20220827 13,8490.933606436947
33_20220827 14,8571.089657005226
33_20220827 15,8574.760832279233
33_20220827 16,8584.810833258813
33_20220827 17,8565.110390968304
33_20220827 18,8564.559360799129
33_20220827 19,8509.338583161309
33_20220827 20,8518.027730297481
33_20220827 21,8526.7095581785
33_20220827 22,8520.587534016355
33_20220827 23,8510.19284303996
33_20220828 00,8509.248144993831
33_20220828 01,8495.434352847082
33_20220828 02,8505.0366529633
33_20220828 03,8477.51245645861
33_20220828 04,8459.359004875856
33_20220828 05,8468.458110334419
33_20220828 06,8476.437783690153
33_20220828 07,8486.97426172731
33_20220828 08,8491.495185053442
33_20220828 09,8507.95391497228
33_20220828 10,8507.53514404626
33_20220828 11,8580.863819807477
33_20220828 12,8577.713285398402
33_20220828 13,8592.618301058661
33_20220828 14,8611.563633369668
33_20220828 15,8616.53610069539
33_20220828 16,8576.572153531732
33_20220828 17,8572.129559542216
33_20220828 18,8607.901883356812
33_20220828 19,8603.493975417057
33_20220828 20,8608.155757493994
33_20220828 21,8600.510158625213
33_20220828 22,8592.971934132464
33_20220828 23,8587.504420546851
33_20220829 00,8590.967292137779
33_20220829 01,8564.069332170176
33_20220829 02,8549.412828305443
33_20220829 03,8534.480249112188
33_20220829 04,8519.285471480282
33_20220829 05,8508.907073126109
33_20220829 06,8505.569240331433
33_20220829 07,8520.306073815082
33_20220829 08,8547.085286016698
33_20220829 09,8569.993201762132
33_20220829 10,8590.022409261666
33_20220829 11,8588.696266044251
33_20220829 12,8580.909592833345
33_20220829 13,8610.093958738022
33_20220829 14,8606.173101755772
33_20220829 15,8614.704683325377
33_20220829 16,8610.107318189432
33_20220829 17,8581.474646872564
33_20220829 18,8558.366712195337
33_20220829 19,8561.701705333897
33_20220829 20,8553.830270319337
33_20220829 21,8553.045357900635
33_20220829 22,8557.329986542125
33_20220829 23,8545.489801117208
33_20220830 00,8545.95697549
33_20220830 01,8539.705360569107
33_20220830 02,8520.054850310506
33_20220830 03,8500.866963766428
33_20220830 04,8490.207576608656
33_20220830 05,8503.960344356037
33_20220830 06,8508.060796841222
33_20220830 07,8532.084285624529
33_20220830 08,8552.23083243004
33_20220830 09,8583.788422994709
33_20220830 10,8595.865189467178
33_20220830 11,8599.426058984158
33_20220830 12,8614.169277656585
33_20220830 13,8621.386646740568
33_20220830 14,8622.005511084308
33_20220830 15,8625.62551257004
33_20220830 16,8612.244692936889
33_20220830 17,8609.142655027736
33_20220830 18,8594.04506309151
33_20220830 19,8583.042158736334
33_20220830 20,8577.751042436874
33_20220830 21,8574.976090416909
33_20220830 22,8571.191830284399
33_20220830 23,8554.189061735815
33_20220831 00,8546.897234886368
33_20220831 01,8535.904575099488
33_20220831 02,8516.222722337152
33_20220831 03,8504.962762412239
33_20220831 04,8499.644637045307
33_20220831 05,8505.125835699553
33_20220831 06,8502.885435375807
33_20220831 07,8519.822388579913
33_20220831 08,8543.935698487883
33_20220831 09,8567.814977382975
33_20220831 10,8598.19362800086
33_20220831 11,8664.05965345303
33_20220831 12,8671.607746624944
33_20220831 13,8682.717844190815
33_20220831 14,8702.476544090368
33_20220831 15,8698.713536197301
33_20220831 16,8712.49916168598
33_20220831 17,8721.048222653362
33_20220831 18,8682.760698355509
33_20220831 19,8660.117450234415
33_20220831 20,8644.29661498059
33_20220831 21,8606.705910124534
33_20220831 22,8574.484776038222
33_20220831 23,8562.948464511643
34_20220825 00,3273.9870254079697
34_20220825 01,3242.4100891580683
34_20220825 02,3244.2453137942816
34_20220825 03,3218.7109067528036
34_20220825 04,3206.1449037767034
34_20220825 05,3208.0022439989307
34_20220825 06,3225.073344363925
34_20220825 07,3240.9302225003858
34_20220825 08,3263.0360132280894
34_20220825 09,3272.6437326871046
34_20220825 10,3301.7170638602915
34_20220825 11,3321.975257264973
34_20220825 12,3325.5556323645187
34_20220825 13,3326.851010238586
34_20220825 14,3325.122796024741
34_20220825 15,3219.912031076721
34_20220825 16,3248.74693916009
34_20220825 17,3280.0995939727054
34_20220825 18,3261.371760476698
34_20220825 19,3234.878143151437
34_20220825 20,3242.112017098145
34_20220825 21,3231.8787440583174
34_20220825 22,3219.386985815785
34_20220825 23,3220.3821361909067
34_20220826 00,3212.616338024691
34_20220826 01,3190.7022457177472
34_20220826 02,3188.0545490911163
34_20220826 03,3180.7910197901983
34_20220826 04,3178.522763989372
34_20220826 05,3178.3340620973886
34_20220826 06,3187.3396326035827
34_20220826 07,3190.593829864324
34_20220826 08,3231.5440474417155
34_20220826 09,3272.8205376306646
